uri_o1	label_o1	uri_o2	label_o2	score
http://human.owl#NCI_C12744	lumbar vertebra	http://mouse.owl#MA_0000312	lumbar vertebra	1.0
http://human.owl#NCI_C12751	metacarpal bone	http://mouse.owl#MA_0000302	metacarpal bone	1.0
http://human.owl#NCI_C12672	arteriole	http://mouse.owl#MA_0000063	arteriole	1.0
http://human.owl#NCI_C12752	metatarsal bone	http://mouse.owl#MA_0000303	metatarsal bone	1.0
http://human.owl#NCI_C12753	mitral valve	http://mouse.owl#MA_0000088	mitral valve	1.0
http://human.owl#NCI_C12754	musculoskeletal system	http://mouse.owl#MA_0002418	musculoskeletal system	1.0
http://human.owl#NCI_C12760	optic disc	http://mouse.owl#MA_0000278	optic disc	1.0
http://human.owl#NCI_C12764	parasympathetic nervous system	http://mouse.owl#MA_0000223	parasympathetic nervous system	1.0
http://human.owl#NCI_C12765	parathyroid gland	http://mouse.owl#MA_0000128	parathyroid gland	1.0
http://human.owl#NCI_C12766	parietal bone	http://mouse.owl#MA_0001469	parietal bone	1.0
http://human.owl#NCI_C12768	peripheral nerve	http://mouse.owl#MA_0000228	peripheral nerve	1.0
http://human.owl#NCI_C12769	peritoneal cavity	http://mouse.owl#MA_0000054	peritoneal cavity	1.0
http://human.owl#NCI_C12771	peyer s patch	http://mouse.owl#MA_0000137	peyer s patch	1.0
http://human.owl#NCI_C12936	gut associated lymphoid tissue	http://mouse.owl#MA_0000136	gut associated lymphoid tissue	1.0
http://human.owl#NCI_C12774	pulmonary artery	http://mouse.owl#MA_0002031	pulmonary artery	1.0
http://human.owl#NCI_C12715	femoral artery	http://mouse.owl#MA_0001951	femoral artery	1.0
http://human.owl#NCI_C12713	eyelid	http://mouse.owl#MA_0000268	eyelid	1.0
http://human.owl#NCI_C12957	exocrine system	http://mouse.owl#MA_0002411	exocrine system	1.0
http://human.owl#NCI_C12711	ethmoid bone	http://mouse.owl#MA_0001483	ethmoid bone	1.0
http://human.owl#NCI_C12676	basilar artery	http://mouse.owl#MA_0001920	basilar artery	1.0
http://human.owl#NCI_C33854	vascular system	http://mouse.owl#MA_0002718	vascular system	1.0
http://human.owl#NCI_C12681	brachial artery	http://mouse.owl#MA_0001921	brachial artery	1.0
http://human.owl#NCI_C12682	brachial plexus	http://mouse.owl#MA_0001180	brachial plexus	1.0
http://human.owl#NCI_C12792	spinal nerve	http://mouse.owl#MA_0000233	spinal nerve	1.0
http://human.owl#NCI_C12929	nerve plexus	http://mouse.owl#MA_0002407	nerve plexus	1.0
http://human.owl#NCI_C49601	spinal nerve plexus	http://mouse.owl#MA_0000235	spinal nerve plexus	1.0
http://human.owl#NCI_C12684	bronchiole	http://mouse.owl#MA_0000422	bronchiole	1.0
http://human.owl#NCI_C12685	capillary	http://mouse.owl#MA_0000065	capillary	1.0
http://human.owl#NCI_C12686	cardiovascular system	http://mouse.owl#MA_0000010	cardiovascular system	1.0
http://human.owl#NCI_C12687	carotid artery	http://mouse.owl#MA_0001925	carotid artery	1.0
http://human.owl#NCI_C12688	carpal bone	http://mouse.owl#MA_0000296	carpal bone	1.0
http://human.owl#NCI_C12691	cerebral artery	http://mouse.owl#MA_0002562	cerebral artery	1.0
http://human.owl#NCI_C12692	cerebrospinal fluid	http://mouse.owl#MA_0002503	cerebrospinal fluid	1.0
http://human.owl#NCI_C12693	cervical vertebra	http://mouse.owl#MA_0000311	cervical vertebra	1.0
http://human.owl#NCI_C12933	vertebra	http://mouse.owl#MA_0000309	vertebra	1.0
http://human.owl#NCI_C12694	choroid plexus	http://mouse.owl#MA_0000823	choroid plexus	1.0
http://human.owl#NCI_C12695	clavicle	http://mouse.owl#MA_0001329	clavicle	1.0
http://human.owl#NCI_C12998	vertebral column	http://mouse.owl#MA_0002416	vertebral column	1.0
http://human.owl#NCI_C12698	common bile duct	http://mouse.owl#MA_0001631	common bile duct	1.0
http://human.owl#NCI_C12699	corneal stroma	http://mouse.owl#MA_0001245	corneal stroma	1.0
http://human.owl#NCI_C12701	dermis	http://mouse.owl#MA_0000152	dermis	1.0
http://human.owl#NCI_C12702	diaphragm	http://mouse.owl#MA_0001904	diaphragm	1.0
http://human.owl#NCI_C12707	corneal endothelium	http://mouse.owl#MA_0001242	corneal endothelium	1.0
http://human.owl#NCI_C12708	epidermis	http://mouse.owl#MA_0000153	epidermis	1.0
http://human.owl#NCI_C12429	limb	http://mouse.owl#MA_0000007	limb	1.0
http://human.owl#NCI_C12779	respiratory system	http://mouse.owl#MA_0000327	respiratory system	1.0
http://human.owl#NCI_C12428	trachea	http://mouse.owl#MA_0000441	trachea	1.0
http://human.owl#NCI_C12405	uterus	http://mouse.owl#MA_0000389	uterus	1.0
http://human.owl#NCI_C12373	cartilage	http://mouse.owl#MA_0000104	cartilage	1.0
http://human.owl#NCI_C12284	main bronchus	http://mouse.owl#MA_0000438	main bronchus	1.0
http://human.owl#NCI_C12683	bronchus	http://mouse.owl#MA_0000436	bronchus	1.0
http://human.owl#NCI_C33483	right lung	http://mouse.owl#MA_0000426	right lung	1.0
http://human.owl#NCI_C12290	mandible	http://mouse.owl#MA_0001487	mandible	1.0
http://human.owl#NCI_C13071	face	http://mouse.owl#MA_0002473	face	1.0
http://human.owl#NCI_C12470	skin	http://mouse.owl#MA_0000151	skin	1.0
http://human.owl#NCI_C33816	trunk	http://mouse.owl#MA_0000004	trunk	1.0
http://human.owl#NCI_C12299	nipple	http://mouse.owl#MA_0000796	nipple	1.0
http://human.owl#NCI_C52559	labium	http://mouse.owl#MA_0002464	labium	1.0
http://human.owl#NCI_C12408	vulva	http://mouse.owl#MA_0000395	vulva	1.0
http://human.owl#NCI_C12308	clitoris	http://mouse.owl#MA_0000382	clitoris	1.0
http://human.owl#NCI_C12313	endometrium	http://mouse.owl#MA_0000390	endometrium	1.0
http://human.owl#NCI_C12343	retina	http://mouse.owl#MA_0000276	retina	1.0
http://human.owl#NCI_C12314	myometrium	http://mouse.owl#MA_0000391	myometrium	1.0
http://human.owl#NCI_C12437	smooth muscle tissue	http://mouse.owl#MA_0002440	smooth muscle tissue	1.0
http://human.owl#NCI_C13046	ligament	http://mouse.owl#MA_0000113	ligament	1.0
http://human.owl#NCI_C12402	female reproductive system	http://mouse.owl#MA_0000381	female reproductive system	1.0
http://human.owl#NCI_C12323	prepuce	http://mouse.owl#MA_0000407	prepuce	1.0
http://human.owl#NCI_C12409	penis	http://mouse.owl#MA_0000408	penis	1.0
http://human.owl#NCI_C12841	reproductive system	http://mouse.owl#MA_0000326	reproductive system	1.0
http://human.owl#NCI_C12324	glans penis	http://mouse.owl#MA_0002726	glans penis	1.0
http://human.owl#NCI_C12328	epididymis	http://mouse.owl#MA_0000397	epididymis	1.0
http://human.owl#NCI_C12722	male reproductive system	http://mouse.owl#MA_0000396	male reproductive system	1.0
http://human.owl#NCI_C12712	exocrine gland	http://mouse.owl#MA_0002564	exocrine gland	1.0
http://human.owl#NCI_C12341	conjunctiva	http://mouse.owl#MA_0000265	conjunctiva	1.0
http://human.owl#NCI_C12420	larynx	http://mouse.owl#MA_0000414	larynx	1.0
http://human.owl#NCI_C12278	sphenoid sinus	http://mouse.owl#MA_0001795	sphenoid sinus	1.0
http://human.owl#NCI_C12277	frontal sinus	http://mouse.owl#MA_0001793	frontal sinus	1.0
http://human.owl#NCI_C12276	ethmoid sinus	http://mouse.owl#MA_0001792	ethmoid sinus	1.0
http://human.owl#NCI_C12422	tongue	http://mouse.owl#MA_0000347	tongue	1.0
http://human.owl#NCI_C12229	palate	http://mouse.owl#MA_0002476	palate	1.0
http://human.owl#NCI_C12230	hard palate	http://mouse.owl#MA_0002477	hard palate	1.0
http://human.owl#NCI_C12231	soft palate	http://mouse.owl#MA_0002412	soft palate	1.0
http://human.owl#NCI_C12233	submandibular gland	http://mouse.owl#MA_0001589	submandibular gland	1.0
http://human.owl#NCI_C12999	major salivary gland	http://mouse.owl#MA_0002478	major salivary gland	1.0
http://human.owl#NCI_C12802	tonsil	http://mouse.owl#MA_0000143	tonsil	1.0
http://human.owl#NCI_C12762	oropharynx	http://mouse.owl#MA_0000351	oropharynx	1.0
http://human.owl#NCI_C12423	nasopharynx	http://mouse.owl#MA_0000443	nasopharynx	1.0
http://human.owl#NCI_C12246	hypopharynx	http://mouse.owl#MA_0001796	hypopharynx	1.0
http://human.owl#NCI_C12425	pharynx	http://mouse.owl#MA_0000432	pharynx	1.0
http://human.owl#NCI_C12389	esophagus	http://mouse.owl#MA_0000352	esophagus	1.0
http://human.owl#NCI_C12391	stomach	http://mouse.owl#MA_0000353	stomach	1.0
http://human.owl#NCI_C12263	duodenum	http://mouse.owl#MA_0000338	duodenum	1.0
http://human.owl#NCI_C12386	small intestine	http://mouse.owl#MA_0000337	small intestine	1.0
http://human.owl#NCI_C12265	ascending colon	http://mouse.owl#MA_0001541	ascending colon	1.0
http://human.owl#NCI_C12382	colon	http://mouse.owl#MA_0000335	colon	1.0
http://human.owl#NCI_C12268	descending colon	http://mouse.owl#MA_0001542	descending colon	1.0
http://human.owl#NCI_C12393	pancreas	http://mouse.owl#MA_0000120	pancreas	1.0
http://human.owl#NCI_C12272	pancreatic duct	http://mouse.owl#MA_0000124	pancreatic duct	1.0
http://human.owl#NCI_C32546	exocrine pancreas	http://mouse.owl#MA_0002415	exocrine pancreas	1.0
http://human.owl#NCI_C32975	lens capsule	http://mouse.owl#MA_0001300	lens capsule	1.0
http://human.owl#NCI_C12394	ear	http://mouse.owl#MA_0000236	ear	1.0
http://human.owl#NCI_C12275	maxillary sinus	http://mouse.owl#MA_0001794	maxillary sinus	1.0
http://human.owl#NCI_C12763	paranasal sinus	http://mouse.owl#MA_0000431	paranasal sinus	1.0
http://human.owl#NCI_C12342	cornea	http://mouse.owl#MA_0000266	cornea	1.0
http://human.owl#NCI_C12401	eye	http://mouse.owl#MA_0000261	eye	1.0
http://human.owl#NCI_C12427	parotid gland	http://mouse.owl#MA_0001585	parotid gland	1.0
http://human.owl#NCI_C12399	pituitary gland	http://mouse.owl#MA_0000176	pituitary gland	1.0
http://human.owl#NCI_C12381	cecum	http://mouse.owl#MA_0000334	cecum	1.0
http://human.owl#NCI_C12385	transverse colon	http://mouse.owl#MA_0001543	transverse colon	1.0
http://human.owl#NCI_C12387	ileum	http://mouse.owl#MA_0000339	ileum	1.0
http://human.owl#NCI_C12388	jejunum	http://mouse.owl#MA_0000340	jejunum	1.0
http://human.owl#NCI_C12390	rectum	http://mouse.owl#MA_0000336	rectum	1.0
http://human.owl#NCI_C12392	liver	http://mouse.owl#MA_0000358	liver	1.0
http://human.owl#NCI_C43612	hepatobiliary system	http://mouse.owl#MA_0000324	hepatobiliary system	1.0
http://human.owl#NCI_C12395	cochlea	http://mouse.owl#MA_0000240	cochlea	1.0
http://human.owl#NCI_C12673	autonomic nervous system	http://mouse.owl#MA_0000219	autonomic nervous system	1.0
http://human.owl#NCI_C12795	sympathetic nervous system	http://mouse.owl#MA_0000225	sympathetic nervous system	1.0
http://human.owl#NCI_C12398	pineal gland	http://mouse.owl#MA_0000175	pineal gland	1.0
http://human.owl#NCI_C12704	endocrine gland	http://mouse.owl#MA_0002563	endocrine gland	1.0
http://human.owl#NCI_C12400	thyroid gland	http://mouse.owl#MA_0000129	thyroid gland	1.0
http://human.owl#NCI_C12344	choroid	http://mouse.owl#MA_0000263	choroid	1.0
http://human.owl#NCI_C13063	neck	http://mouse.owl#MA_0000024	neck	1.0
http://human.owl#NCI_C12404	ovary	http://mouse.owl#MA_0000384	ovary	1.0
http://human.owl#NCI_C12407	vagina	http://mouse.owl#MA_0000394	vagina	1.0
http://human.owl#NCI_C12410	prostate gland	http://mouse.owl#MA_0000404	prostate gland	1.0
http://human.owl#NCI_C12412	testis	http://mouse.owl#MA_0000411	testis	1.0
http://human.owl#NCI_C12785	scrotum	http://mouse.owl#MA_0000409	scrotum	1.0
http://human.owl#NCI_C12415	kidney	http://mouse.owl#MA_0000368	kidney	1.0
http://human.owl#NCI_C12416	ureter	http://mouse.owl#MA_0000378	ureter	1.0
http://human.owl#NCI_C12417	urethra	http://mouse.owl#MA_0000379	urethra	1.0
http://human.owl#NCI_C12424	nasal cavity	http://mouse.owl#MA_0000284	nasal cavity	1.0
http://human.owl#NCI_C12756	nose	http://mouse.owl#MA_0000281	nose	1.0
http://human.owl#NCI_C12426	salivary gland	http://mouse.owl#MA_0000346	salivary gland	1.0
http://human.owl#NCI_C12736	intestine	http://mouse.owl#MA_0000328	intestine	1.0
http://human.owl#NCI_C12379	large intestine	http://mouse.owl#MA_0000333	large intestine	1.0
http://human.owl#NCI_C12919	organ system	http://mouse.owl#MA_0000003	organ system	1.0
http://human.owl#NCI_C12378	gastrointestinal system	http://mouse.owl#MA_0000323	gastrointestinal system	1.0
http://human.owl#NCI_C12811	uvea	http://mouse.owl#MA_0002480	uvea	1.0
http://human.owl#NCI_C12345	ciliary body	http://mouse.owl#MA_0000264	ciliary body	1.0
http://human.owl#NCI_C12346	lacrimal gland	http://mouse.owl#MA_0001296	lacrimal gland	1.0
http://human.owl#NCI_C32905	lacrimal apparatus	http://mouse.owl#MA_0000274	lacrimal apparatus	1.0
http://human.owl#NCI_C12347	orbit	http://mouse.owl#MA_0002482	orbit	1.0
http://human.owl#NCI_C12348	meninges	http://mouse.owl#MA_0001113	meninges	1.0
http://human.owl#NCI_C12439	brain	http://mouse.owl#MA_0000168	brain	1.0
http://human.owl#NCI_C12351	cerebral hemisphere	http://mouse.owl#MA_0000133	cerebral hemisphere	1.0
http://human.owl#NCI_C12356	ventricle brain	http://mouse.owl#MA_0000818	brain ventricle	1.0
http://human.owl#NCI_C12905	thoracic cavity	http://mouse.owl#MA_0000032	thoracic cavity	1.0
http://human.owl#NCI_C12767	pelvis	http://mouse.owl#MA_0000030	pelvis	1.0
http://human.owl#NCI_C12366	bone	http://mouse.owl#MA_0001459	bone	1.0
http://human.owl#NCI_C12788	skeletal system	http://mouse.owl#MA_0000018	skeletal system	1.0
http://human.owl#NCI_C12367	mammary gland	http://mouse.owl#MA_0000145	mammary gland	1.0
http://human.owl#NCI_C12368	areola	http://mouse.owl#MA_0000788	areola	1.0
http://human.owl#NCI_C12371	myocardium	http://mouse.owl#MA_0000164	myocardium	1.0
http://human.owl#NCI_C12436	striated muscle tissue	http://mouse.owl#MA_0002438	striated muscle tissue	1.0
http://human.owl#NCI_C12727	heart	http://mouse.owl#MA_0000072	heart	1.0
http://human.owl#NCI_C12372	artery	http://mouse.owl#MA_0000064	artery	1.0
http://human.owl#NCI_C12679	blood vessel	http://mouse.owl#MA_0000060	blood vessel	1.0
http://human.owl#NCI_C12374	connective tissue	http://mouse.owl#MA_0000011	connective tissue	1.0
http://human.owl#NCI_C12375	anal canal	http://mouse.owl#MA_0000330	anal canal	1.0
http://human.owl#NCI_C43362	anus	http://mouse.owl#MA_0000331	anus	1.0
http://human.owl#NCI_C12376	bile duct	http://mouse.owl#MA_0000354	bile duct	1.0
http://human.owl#NCI_C12678	biliary tract	http://mouse.owl#MA_0001273	biliary tract	1.0
http://human.owl#NCI_C12775	pulmonary valve	http://mouse.owl#MA_0000089	pulmonary valve	1.0
http://human.owl#NCI_C12274	middle ear	http://mouse.owl#MA_0000253	middle ear	1.0
http://human.owl#NCI_C12778	renal artery	http://mouse.owl#MA_0002035	renal artery	1.0
http://human.owl#NCI_C33231	otolymph	http://mouse.owl#MA_0002527	otolymph	1.0
http://human.owl#NCI_C32446	deltoid	http://mouse.owl#MA_0002286	deltoid	1.0
http://human.owl#NCI_C32451	dental pulp	http://mouse.owl#MA_0001599	dental pulp	1.0
http://human.owl#NCI_C32452	dentate gyrus	http://mouse.owl#MA_0000190	dentate gyrus	1.0
http://human.owl#NCI_C32453	dentin	http://mouse.owl#MA_0002542	dentin	1.0
http://human.owl#NCI_C33163	neck muscle	http://mouse.owl#MA_0000587	neck muscle	1.0
http://human.owl#NCI_C32469	distal convoluted tubule	http://mouse.owl#MA_0001666	distal convoluted tubule	1.0
http://human.owl#NCI_C32622	foot	http://mouse.owl#MA_0000044	foot	1.0
http://human.owl#NCI_C32488	dura mater	http://mouse.owl#MA_0001115	dura mater	1.0
http://human.owl#NCI_C32494	elastic cartilage	http://mouse.owl#MA_0000107	elastic cartilage	1.0
http://human.owl#NCI_C32497	elbow joint	http://mouse.owl#MA_0000451	elbow joint	1.0
http://human.owl#NCI_C32505	enamel	http://mouse.owl#MA_0002543	enamel	1.0
http://human.owl#NCI_C32513	endolymph	http://mouse.owl#MA_0002528	endolymph	1.0
http://human.owl#NCI_C33842	uterine gland	http://mouse.owl#MA_0001726	uterine gland	1.0
http://human.owl#NCI_C32599	fibrocartilage	http://mouse.owl#MA_0000108	fibrocartilage	1.0
http://human.owl#NCI_C49215	capillary endothelium	http://mouse.owl#MA_0000711	capillary endothelium	1.0
http://human.owl#NCI_C32684	glomerular capillary	http://mouse.owl#MA_0002587	glomerular capillary	1.0
http://human.owl#NCI_C33486	right main bronchus	http://mouse.owl#MA_0001849	right main bronchus	1.0
http://human.owl#NCI_C32526	epiglottic cartilage	http://mouse.owl#MA_0001763	epiglottic cartilage	1.0
http://human.owl#NCI_C32548	external anal sphincter	http://mouse.owl#MA_0001531	external anal sphincter	1.0
http://human.owl#NCI_C32551	external carotid artery	http://mouse.owl#MA_0001929	external carotid artery	1.0
http://human.owl#NCI_C32558	external iliac artery	http://mouse.owl#MA_0001973	external iliac artery	1.0
http://human.owl#NCI_C32562	external jugular vein	http://mouse.owl#MA_0002156	external jugular vein	1.0
http://human.owl#NCI_C32576	eyelash	http://mouse.owl#MA_0002702	eyelash	1.0
http://human.owl#NCI_C32578	facial artery	http://mouse.owl#MA_0001950	facial artery	1.0
http://human.owl#NCI_C32579	facial vein	http://mouse.owl#MA_0002115	facial vein	1.0
http://human.owl#NCI_C32582	falciform ligament	http://mouse.owl#MA_0001622	falciform ligament	1.0
http://human.owl#NCI_C52860	epigastric artery	http://mouse.owl#MA_0001948	epigastric artery	1.0
http://human.owl#NCI_C52863	circumflex iliac artery	http://mouse.owl#MA_0001975	iliac circumflex artery	1.0
http://human.owl#NCI_C32425	decidua	http://mouse.owl#MA_0001722	decidua	1.0
http://human.owl#NCI_C32421	cystic duct	http://mouse.owl#MA_0000355	cystic duct	1.0
http://human.owl#NCI_C32286	cephalic vein	http://mouse.owl#MA_0002092	cephalic vein	1.0
http://human.owl#NCI_C32287	cerebral aqueduct	http://mouse.owl#MA_0000208	cerebral aqueduct	1.0
http://human.owl#NCI_C32293	cerumen	http://mouse.owl#MA_0002506	cerumen	1.0
http://human.owl#NCI_C32298	cervical lymph node	http://mouse.owl#MA_0000736	cervical lymph node	1.0
http://human.owl#NCI_C32314	ciliary epithelium	http://mouse.owl#MA_0001238	ciliary epithelium	1.0
http://human.owl#NCI_C32315	ciliary muscle	http://mouse.owl#MA_0001269	ciliary muscle	1.0
http://human.owl#NCI_C32322	circumvallate papilla	http://mouse.owl#MA_0001594	circumvallate papilla	1.0
http://human.owl#NCI_C32329	claustrum	http://mouse.owl#MA_0000888	claustrum	1.0
http://human.owl#NCI_C32334	coccygeal vertebra	http://mouse.owl#MA_0001420	coccygeal vertebra	1.0
http://human.owl#NCI_C32335	cochlear duct	http://mouse.owl#MA_0000243	cochlear duct	1.0
http://human.owl#NCI_C33090	membranous labyrinth	http://mouse.owl#MA_0000242	membranous labyrinth	1.0
http://human.owl#NCI_C33782	thyroid gland follicle	http://mouse.owl#MA_0000726	thyroid gland follicle	1.0
http://human.owl#NCI_C32348	colostrum	http://mouse.owl#MA_0002551	colostrum	1.0
http://human.owl#NCI_C33527	semicircular canal	http://mouse.owl#MA_0000249	semicircular canal	1.0
http://human.owl#NCI_C32352	common carotid artery	http://mouse.owl#MA_0001926	common carotid artery	1.0
http://human.owl#NCI_C32356	common hepatic duct	http://mouse.owl#MA_0002660	common hepatic duct	1.0
http://human.owl#NCI_C32730	hepatic duct	http://mouse.owl#MA_0000357	hepatic duct	1.0
http://human.owl#NCI_C32357	common iliac artery	http://mouse.owl#MA_0001972	common iliac artery	1.0
http://human.owl#NCI_C32359	common iliac vein	http://mouse.owl#MA_0002143	common iliac vein	1.0
http://human.owl#NCI_C32373	corniculate cartilage	http://mouse.owl#MA_0001885	corniculate cartilage	1.0
http://human.owl#NCI_C32385	cortical arch	http://mouse.owl#MA_0001650	cortical arch	1.0
http://human.owl#NCI_C32391	costal cartilage	http://mouse.owl#MA_0000106	costal cartilage	1.0
http://human.owl#NCI_C32392	costochondral joint	http://mouse.owl#MA_0001509	costochondral joint	1.0
http://human.owl#NCI_C32394	costovertebral joint	http://mouse.owl#MA_0001510	costovertebral joint	1.0
http://human.owl#NCI_C32400	cricoid cartilage	http://mouse.owl#MA_0001762	cricoid cartilage	1.0
http://human.owl#NCI_C32591	female urethra	http://mouse.owl#MA_0002637	female urethra	1.0
http://human.owl#NCI_C32604	filiform papilla	http://mouse.owl#MA_0002678	filiform papilla	1.0
http://human.owl#NCI_C32250	calcaneum	http://mouse.owl#MA_0001348	calcaneum	1.0
http://human.owl#NCI_C32910	lactiferous duct	http://mouse.owl#MA_0000791	lactiferous duct	1.0
http://human.owl#NCI_C32833	internal anal sphincter	http://mouse.owl#MA_0001534	internal anal sphincter	1.0
http://human.owl#NCI_C32836	internal carotid artery	http://mouse.owl#MA_0001930	internal carotid artery	1.0
http://human.owl#NCI_C32845	internal iliac artery	http://mouse.owl#MA_0001974	internal iliac artery	1.0
http://human.owl#NCI_C32847	internal iliac vein	http://mouse.owl#MA_0002145	internal iliac vein	1.0
http://human.owl#NCI_C32849	internal jugular vein	http://mouse.owl#MA_0002157	internal jugular vein	1.0
http://human.owl#NCI_C32854	internal mammary vein	http://mouse.owl#MA_0002148	internal mammary vein	1.0
http://human.owl#NCI_C33858	venous system	http://mouse.owl#MA_0002720	venous system	1.0
http://human.owl#NCI_C32884	ischium	http://mouse.owl#MA_0001337	ischium	1.0
http://human.owl#NCI_C32887	thyroid gland isthmus	http://mouse.owl#MA_0000727	thyroid gland isthmus	1.0
http://human.owl#NCI_C32898	knee joint	http://mouse.owl#MA_0000471	knee joint	1.0
http://human.owl#NCI_C32906	lacrimal bone	http://mouse.owl#MA_0001486	lacrimal bone	1.0
http://human.owl#NCI_C32907	lacrimal canaliculus	http://mouse.owl#MA_0001294	lacrimal canaliculus	1.0
http://human.owl#NCI_C32956	left common carotid artery	http://mouse.owl#MA_0001927	left common carotid artery	1.0
http://human.owl#NCI_C32712	hand	http://mouse.owl#MA_0000037	hand	1.0
http://human.owl#NCI_C32960	left hepatic duct	http://mouse.owl#MA_0001638	left hepatic duct	1.0
http://human.owl#NCI_C49579	liver lobe	http://mouse.owl#MA_0000360	liver lobe	1.0
http://human.owl#NCI_C32967	left lung	http://mouse.owl#MA_0000425	left lung	1.0
http://human.owl#NCI_C32968	left main bronchus	http://mouse.owl#MA_0001843	left main bronchus	1.0
http://human.owl#NCI_C32969	left ovary	http://mouse.owl#MA_0001704	left ovary	1.0
http://human.owl#NCI_C32971	left pulmonary artery	http://mouse.owl#MA_0002032	left pulmonary artery	1.0
http://human.owl#NCI_C32972	left subclavian artery	http://mouse.owl#MA_0002046	left subclavian artery	1.0
http://human.owl#NCI_C33643	subclavian artery	http://mouse.owl#MA_0002045	subclavian artery	1.0
http://human.owl#NCI_C32973	left thyroid gland lobe	http://mouse.owl#MA_0000728	thyroid gland left lobe	1.0
http://human.owl#NCI_C33784	thyroid gland lobe	http://mouse.owl#MA_0000131	thyroid gland lobe	1.0
http://human.owl#NCI_C32974	leg	http://mouse.owl#MA_0000047	leg	1.0
http://human.owl#NCI_C12782	rib	http://mouse.owl#MA_0000315	rib	1.0
http://human.owl#NCI_C32827	interlobular bile duct	http://mouse.owl#MA_0002668	interlobular bile duct	1.0
http://human.owl#NCI_C32826	interlobular artery	http://mouse.owl#MA_0002584	interlobular artery	1.0
http://human.owl#NCI_C32821	intercostal artery	http://mouse.owl#MA_0001981	intercostal artery	1.0
http://human.owl#NCI_C49485	heart septum	http://mouse.owl#MA_0000083	heart septum	1.0
http://human.owl#NCI_C32619	foliate papilla	http://mouse.owl#MA_0002679	foliate papilla	1.0
http://human.owl#NCI_C32635	frontal bone	http://mouse.owl#MA_0001466	frontal bone	1.0
http://human.owl#NCI_C32644	fungiform papilla	http://mouse.owl#MA_0001595	fungiform papilla	1.0
http://human.owl#NCI_C49328	retina layer	http://mouse.owl#MA_0001319	retina layer	1.0
http://human.owl#NCI_C32654	gastric artery	http://mouse.owl#MA_0001961	gastric artery	1.0
http://human.owl#NCI_C32665	gastric vein	http://mouse.owl#MA_0002128	gastric vein	1.0
http://human.owl#NCI_C32677	gingiva	http://mouse.owl#MA_0000342	gingiva	1.0
http://human.owl#NCI_C32909	lacrimal sac	http://mouse.owl#MA_0001298	lacrimal sac	1.0
http://human.owl#NCI_C33548	shoulder joint	http://mouse.owl#MA_0000459	shoulder joint	1.0
http://human.owl#NCI_C32729	hepatic artery	http://mouse.owl#MA_0001963	hepatic artery	1.0
http://human.owl#NCI_C32742	hip joint	http://mouse.owl#MA_0000470	hip joint	1.0
http://human.owl#NCI_C32752	hyoid bone	http://mouse.owl#MA_0001484	hyoid bone	1.0
http://human.owl#NCI_C32762	iliacus	http://mouse.owl#MA_0002318	iliacus	1.0
http://human.owl#NCI_C32765	ilium	http://mouse.owl#MA_0001336	ilium	1.0
http://human.owl#NCI_C32769	incisor	http://mouse.owl#MA_0000349	incisor	1.0
http://human.owl#NCI_C32770	incus	http://mouse.owl#MA_0001215	incus	1.0
http://human.owl#NCI_C32780	inferior mesenteric artery	http://mouse.owl#MA_0002004	inferior mesenteric artery	1.0
http://human.owl#NCI_C52975	mesenteric artery	http://mouse.owl#MA_0002003	mesenteric artery	1.0
http://human.owl#NCI_C32782	inferior mesenteric vein	http://mouse.owl#MA_0002178	inferior mesenteric vein	1.0
http://human.owl#NCI_C53055	mesenteric vein	http://mouse.owl#MA_0002177	mesenteric vein	1.0
http://human.owl#NCI_C33199	oculomotor muscle	http://mouse.owl#MA_0002432	oculomotor muscle	1.0
http://human.owl#NCI_C32786	inferior pancreatico duodenal artery	http://mouse.owl#MA_0002014	inferior pancreatico duodenal artery	1.0
http://human.owl#NCI_C52992	pancreatico duodenal artery	http://mouse.owl#MA_0002013	pancreatico duodenal artery	1.0
http://human.owl#NCI_C32797	infraspinatus	http://mouse.owl#MA_0002323	infraspinatus	1.0
http://human.owl#NCI_C32801	inguinal lymph node	http://mouse.owl#MA_0000737	inguinal lymph node	1.0
http://human.owl#NCI_C32276	cementum	http://mouse.owl#MA_0002541	cementum	1.0
http://human.owl#NCI_C32560	external iliac vein	http://mouse.owl#MA_0002144	external iliac vein	1.0
http://human.owl#NCI_C33129	minor salivary gland	http://mouse.owl#MA_0002479	minor salivary gland	1.0
http://human.owl#NCI_C12904	axillary lymph node	http://mouse.owl#MA_0000735	axillary lymph node	1.0
http://human.owl#NCI_C12843	coronary artery	http://mouse.owl#MA_0002453	coronary artery	1.0
http://human.owl#NCI_C12852	vertebral body	http://mouse.owl#MA_0001457	vertebral body	1.0
http://human.owl#NCI_C12853	sacral vertebra	http://mouse.owl#MA_0000313	sacral vertebra	1.0
http://human.owl#NCI_C13085	alveolar wall	http://mouse.owl#MA_0002568	alveolar wall	1.0
http://human.owl#NCI_C12872	left coronary artery	http://mouse.owl#MA_0002454	left coronary artery	1.0
http://human.owl#NCI_C12875	right coronary artery	http://mouse.owl#MA_0002455	right coronary artery	1.0
http://human.owl#NCI_C12883	brachial vein	http://mouse.owl#MA_0002087	brachial vein	1.0
http://human.owl#NCI_C12886	renal pyramid	http://mouse.owl#MA_0001654	renal pyramid	1.0
http://human.owl#NCI_C12888	visual system	http://mouse.owl#MA_0002444	visual system	1.0
